language,phrase,date,count,share,java_count,relative_to_java,relative_total,share_pct,smoothed_share_pct,count_change_pct
Abap,abap tutorial,2018-09-01,0,0.0,834,0.0,4.435251798561151,0.0,0.0,
Ada,ada tutorial,2018-09-01,0,0.0,834,0.0,4.435251798561151,0.0,0.0,
C#,c# tutorial,2018-09-01,0,0.0,834,0.0,4.435251798561151,0.0,0.0,
C/C++,c++ tutorial,2018-09-01,657,8.291234493440786e-06,834,0.78777,4.435251798561151,17.7616,20.7776,10.0503
Cobol,cobol tutorial,2018-09-01,0,0.0,834,0.0,4.435251798561151,0.0,0.0,
Dart,dart tutorial,2018-09-01,0,0.0,834,0.0,4.435251798561151,0.0,0.0372,
Delphi/Pascal,delphi tutorial,2018-09-01,0,0.0,834,0.0,4.435251798561151,0.0,0.4124,
Go,golang tutorial,2018-09-01,46,5.805126129349713e-07,834,0.055156,4.435251798561151,1.2436,1.3343,17.9487
Groovy,groovy tutorial,2018-09-01,14,1.7667775176281734e-07,834,0.016787,4.435251798561151,0.3785,0.1664,inf
Haskell,haskell tutorial,2018-09-01,6,7.571903646977886e-08,834,0.007194,4.435251798561151,0.1622,0.5546,-57.1429
Java,java tutorial,2018-09-01,834,1.0524946069299264e-05,834,1.0,4.435251798561151,22.5466,24.2506,12.7027
JavaScript,javascript tutorial,2018-09-01,155,1.9560751088026206e-06,834,0.185851,4.435251798561151,4.1903,4.3415,9.9291
Julia,julia tutorial,2018-09-01,0,0.0,834,0.0,4.435251798561151,0.0,0.0,
Kotlin,kotlin tutorial,2018-09-01,41,5.174134158768222e-07,834,0.049161,4.435251798561151,1.1084,1.1176,64.0
Lua,lua tutorial,2018-09-01,36,4.543142188186732e-07,834,0.043165,4.435251798561151,0.9732,1.3014,-21.7391
Matlab,matlab tutorial,2018-09-01,47,5.931324523466011e-07,834,0.056355,4.435251798561151,1.2706,1.2296,42.4242
Objective-C,objective-c tutorial,2018-09-01,0,0.0,834,0.0,4.435251798561151,0.0,0.0,
PHP,php tutorial,2018-09-01,345,4.353844597012284e-06,834,0.413669,4.435251798561151,9.3268,13.7096,44.958
Perl,perl tutorial,2018-09-01,13,1.6405791235118753e-07,834,0.015588,4.435251798561151,0.3514,0.2541,-40.9091
Powershell,powershell tutorial,2018-09-01,0,0.0,834,0.0,4.435251798561151,0.0,0.4125,-100.0
Python,python tutorial,2018-09-01,1061,1.3389649615739227e-05,834,1.272182,4.435251798561151,28.6834,18.4396,88.4547
R,r language tutorial,2018-09-01,8,1.0095871529303848e-07,834,0.009592,4.435251798561151,0.2163,0.0729,inf
Ruby,ruby tutorial,2018-09-01,95,1.198884744104832e-06,834,0.113909,4.435251798561151,2.5683,3.0277,5.5556
Rust,rust tutorial,2018-09-01,41,5.174134158768222e-07,834,0.049161,4.435251798561151,1.1084,0.8417,70.8333
Scala,scala tutorial,2018-09-01,10,1.261983941162981e-07,834,0.01199,4.435251798561151,0.2703,0.8791,-16.6667
Swift,swift tutorial,2018-09-01,183,2.3094306123282557e-06,834,0.219424,4.435251798561151,4.9473,4.7004,37.594
TypeScript,typescript tutorial,2018-09-01,35,4.416943794070434e-07,834,0.041966,4.435251798561151,0.9462,0.8858,-37.5
VBA,vba tutorial,2018-09-01,27,3.407356641140049e-07,834,0.032374,4.435251798561151,0.7299,0.6325,8.0
Visual Basic,visual basic tutorial,2018-09-01,45,5.678927735233415e-07,834,0.053957,4.435251798561151,1.2165,0.6208,73.0769
Zig,zig tutorial,2018-09-01,0,0.0,834,0.0,4.435251798561151,0.0,0.0,
Abap,abap tutorial,2018-10-01,0,0.0,1078,0.0,3.8821892393320967,0.0,0.0,
Ada,ada tutorial,2018-10-01,0,0.0,1078,0.0,3.8821892393320967,0.0,0.0,
C#,c# tutorial,2018-10-01,0,0.0,1078,0.0,3.8821892393320967,0.0,0.0,
C/C++,c++ tutorial,2018-10-01,973,1.055886422551891e-05,1078,0.902597,3.8821892393320967,23.2497,21.5003,48.0974
Cobol,cobol tutorial,2018-10-01,0,0.0,1078,0.0,3.8821892393320967,0.0,0.0,
Dart,dart tutorial,2018-10-01,0,0.0,1078,0.0,3.8821892393320967,0.0,0.0372,
Delphi/Pascal,delphi tutorial,2018-10-01,0,0.0,1078,0.0,3.8821892393320967,0.0,0.2653,
Go,golang tutorial,2018-10-01,44,4.774820410306599e-07,1078,0.040816,3.8821892393320967,1.0514,1.351,-4.3478
Groovy,groovy tutorial,2018-10-01,0,0.0,1078,0.0,3.8821892393320967,0.0,0.1437,-100.0
Haskell,haskell tutorial,2018-10-01,12,1.302223748265436e-07,1078,0.011132,3.8821892393320967,0.2867,0.5119,100.0
Java,java tutorial,2018-10-01,1078,1.1698310005251167e-05,1078,1.0,3.8821892393320967,25.7587,25.4198,29.2566
JavaScript,javascript tutorial,2018-10-01,225,2.4416695279976925e-06,1078,0.20872,3.8821892393320967,5.3763,4.6717,45.1613
Julia,julia tutorial,2018-10-01,0,0.0,1078,0.0,3.8821892393320967,0.0,0.0,
Kotlin,kotlin tutorial,2018-10-01,48,5.208894993061744e-07,1078,0.044527,3.8821892393320967,1.147,1.1616,17.0732
Lua,lua tutorial,2018-10-01,36,3.906671244796309e-07,1078,0.033395,3.8821892393320967,0.8602,1.2354,0.0
Matlab,matlab tutorial,2018-10-01,62,6.728156032704753e-07,1078,0.057514,3.8821892393320967,1.4815,1.1313,31.9149
Objective-C,objective-c tutorial,2018-10-01,34,3.689633953418736e-07,1078,0.03154,3.8821892393320967,0.8124,0.1354,inf
PHP,php tutorial,2018-10-01,394,4.275634640138181e-06,1078,0.365492,3.8821892393320967,9.4146,10.7683,14.2029
Perl,perl tutorial,2018-10-01,11,1.1937051025766497e-07,1078,0.010204,3.8821892393320967,0.2628,0.2979,-15.3846
Powershell,powershell tutorial,2018-10-01,17,1.844816976709368e-07,1078,0.01577,3.8821892393320967,0.4062,0.4123,inf
Python,python tutorial,2018-10-01,816,8.855121488204966e-06,1078,0.756957,3.8821892393320967,19.4982,19.0577,-23.0914
R,r language tutorial,2018-10-01,0,0.0,1078,0.0,3.8821892393320967,0.0,0.0729,-100.0
Ruby,ruby tutorial,2018-10-01,73,7.921861135281402e-07,1078,0.067718,3.8821892393320967,1.7443,2.8261,-23.1579
Rust,rust tutorial,2018-10-01,23,2.4959288508420856e-07,1078,0.021336,3.8821892393320967,0.5496,0.8824,-43.9024
Scala,scala tutorial,2018-10-01,25,2.712966142219659e-07,1078,0.023191,3.8821892393320967,0.5974,0.8428,150.0
Swift,swift tutorial,2018-10-01,234,2.5393363091176e-06,1078,0.217069,3.8821892393320967,5.5914,5.0437,27.8689
TypeScript,typescript tutorial,2018-10-01,30,3.25555937066359e-07,1078,0.027829,3.8821892393320967,0.7168,0.9713,-14.2857
VBA,vba tutorial,2018-10-01,38,4.123708536173882e-07,1078,0.03525,3.8821892393320967,0.908,0.7385,40.7407
Visual Basic,visual basic tutorial,2018-10-01,12,1.302223748265436e-07,1078,0.011132,3.8821892393320967,0.2867,0.5215,-73.3333
Zig,zig tutorial,2018-10-01,0,0.0,1078,0.0,3.8821892393320967,0.0,0.0,
Abap,abap tutorial,2018-11-01,0,0.0,1341,0.0,3.982848620432513,0.0,0.0,
Ada,ada tutorial,2018-11-01,0,0.0,1341,0.0,3.982848620432513,0.0,0.0,
C#,c# tutorial,2018-11-01,0,0.0,1341,0.0,3.982848620432513,0.0,0.0,
C/C++,c++ tutorial,2018-11-01,1415,1.665088230490634e-05,1341,1.055183,3.982848620432513,26.4932,22.0439,45.4265
Cobol,cobol tutorial,2018-11-01,0,0.0,1341,0.0,3.982848620432513,0.0,0.0,
Dart,dart tutorial,2018-11-01,0,0.0,1341,0.0,3.982848620432513,0.0,0.0,
Delphi/Pascal,delphi tutorial,2018-11-01,0,0.0,1341,0.0,3.982848620432513,0.0,0.1474,
Go,golang tutorial,2018-11-01,43,5.059985435413234e-07,1341,0.032066,3.982848620432513,0.8051,1.268,-2.2727
Groovy,groovy tutorial,2018-11-01,12,1.4120889587199725e-07,1341,0.008949,3.982848620432513,0.2247,0.1005,inf
Haskell,haskell tutorial,2018-11-01,0,0.0,1341,0.0,3.982848620432513,0.0,0.3443,-100.0
Java,java tutorial,2018-11-01,1341,1.5780094113695693e-05,1341,1.0,3.982848620432513,25.1077,25.4719,24.397
JavaScript,javascript tutorial,2018-11-01,195,2.294644557919955e-06,1341,0.145414,3.982848620432513,3.651,4.3184,-13.3333
Julia,julia tutorial,2018-11-01,0,0.0,1341,0.0,3.982848620432513,0.0,0.0,
Kotlin,kotlin tutorial,2018-11-01,99,1.1649733909439772e-06,1341,0.073826,3.982848620432513,1.8536,1.3216,106.25
Lua,lua tutorial,2018-11-01,167,1.965157134218628e-06,1341,0.124534,3.982848620432513,3.1268,1.5518,363.8889
Matlab,matlab tutorial,2018-11-01,112,1.3179496948053074e-06,1341,0.08352,3.982848620432513,2.097,1.2201,80.6452
Objective-C,objective-c tutorial,2018-11-01,20,2.353481597866621e-07,1341,0.014914,3.982848620432513,0.3745,0.1978,-41.1765
PHP,php tutorial,2018-11-01,361,4.24803428414925e-06,1341,0.269202,3.982848620432513,6.759,9.6113,-8.3756
Perl,perl tutorial,2018-11-01,32,3.765570556586593e-07,1341,0.023863,3.982848620432513,0.5991,0.3977,190.9091
Powershell,powershell tutorial,2018-11-01,18,2.1181334380799586e-07,1341,0.013423,3.982848620432513,0.337,0.363,5.8824
Python,python tutorial,2018-11-01,976,1.1484990197589107e-05,1341,0.727815,3.982848620432513,18.2737,19.6648,19.6078
R,r language tutorial,2018-11-01,8,9.413926391466483e-08,1341,0.005966,3.982848620432513,0.1498,0.0978,inf
Ruby,ruby tutorial,2018-11-01,80,9.413926391466484e-07,1341,0.059657,3.982848620432513,1.4978,2.5359,9.589
Rust,rust tutorial,2018-11-01,43,5.059985435413234e-07,1341,0.032066,3.982848620432513,0.8051,0.8987,86.9565
Scala,scala tutorial,2018-11-01,35,4.118592796266586e-07,1341,0.0261,3.982848620432513,0.6553,0.8093,40.0
Swift,swift tutorial,2018-11-01,139,1.6356697105173011e-06,1341,0.103654,3.982848620432513,2.6025,4.7701,-40.5983
TypeScript,typescript tutorial,2018-11-01,58,6.8250966338132e-07,1341,0.043251,3.982848620432513,1.0859,1.1523,93.3333
VBA,vba tutorial,2018-11-01,117,1.376786734751973e-06,1341,0.087248,3.982848620432513,2.1906,1.0354,207.8947
Visual Basic,visual basic tutorial,2018-11-01,70,8.237185592533172e-07,1341,0.0522,3.982848620432513,1.3106,0.6779,483.3333
Zig,zig tutorial,2018-11-01,0,0.0,1341,0.0,3.982848620432513,0.0,0.0,
Abap,abap tutorial,2018-12-01,0,0.0,839,0.0,5.771156138259832,0.0,0.0,
Ada,ada tutorial,2018-12-01,0,0.0,839,0.0,5.771156138259832,0.0,0.0,
C#,c# tutorial,2018-12-01,0,0.0,839,0.0,5.771156138259832,0.0,0.0,
C/C++,c++ tutorial,2018-12-01,1105,1.2921830369240389e-05,839,1.317044,5.771156138259832,22.8211,22.3527,-21.9081
Cobol,cobol tutorial,2018-12-01,0,0.0,839,0.0,5.771156138259832,0.0,0.0,
Dart,dart tutorial,2018-12-01,0,0.0,839,0.0,5.771156138259832,0.0,0.0,
Delphi/Pascal,delphi tutorial,2018-12-01,0,0.0,839,0.0,5.771156138259832,0.0,0.0,
Go,golang tutorial,2018-12-01,41,4.794525295374262e-07,839,0.048868,5.771156138259832,0.8468,1.1004,-4.6512
Groovy,groovy tutorial,2018-12-01,0,0.0,839,0.0,5.771156138259832,0.0,0.1005,-100.0
Haskell,haskell tutorial,2018-12-01,23,2.6896117510636105e-07,839,0.027414,5.771156138259832,0.475,0.3393,inf
Java,java tutorial,2018-12-01,839,9.811235909314647e-06,839,1.0,5.771156138259832,17.3276,24.0791,-37.4348
JavaScript,javascript tutorial,2018-12-01,295,3.4497194198424564e-06,839,0.351609,5.771156138259832,6.0925,4.7092,51.2821
Julia,julia tutorial,2018-12-01,0,0.0,839,0.0,5.771156138259832,0.0,0.0,
Kotlin,kotlin tutorial,2018-12-01,68,7.951895611840239e-07,839,0.081049,5.771156138259832,1.4044,1.3381,-31.3131
Lua,lua tutorial,2018-12-01,168,1.9645859746899413e-06,839,0.200238,5.771156138259832,3.4696,1.9476,0.5988
Matlab,matlab tutorial,2018-12-01,133,1.5552972299628702e-06,839,0.158522,5.771156138259832,2.7468,1.6218,18.75
Objective-C,objective-c tutorial,2018-12-01,12,1.403275696207101e-07,839,0.014303,5.771156138259832,0.2478,0.2391,-40.0
PHP,php tutorial,2018-12-01,382,4.467094299592605e-06,839,0.455304,5.771156138259832,7.8893,8.5753,5.8172
Perl,perl tutorial,2018-12-01,17,1.9879739029600603e-07,839,0.020262,5.771156138259832,0.3511,0.4563,-46.875
Powershell,powershell tutorial,2018-12-01,17,1.9879739029600603e-07,839,0.020262,5.771156138259832,0.3511,0.2882,-5.5556
Python,python tutorial,2018-12-01,1308,1.52957050886574e-05,839,1.558999,5.771156138259832,27.0136,21.5285,34.0164
R,r language tutorial,2018-12-01,8,9.35517130804734e-08,839,0.009535,5.771156138259832,0.1652,0.1254,0.0
Ruby,ruby tutorial,2018-12-01,89,1.0407628080202666e-06,839,0.106079,5.771156138259832,1.8381,2.4071,11.25
Rust,rust tutorial,2018-12-01,32,3.742068523218936e-07,839,0.038141,5.771156138259832,0.6609,0.8825,-25.5814
Scala,scala tutorial,2018-12-01,25,2.923491033764794e-07,839,0.029797,5.771156138259832,0.5163,0.7269,-28.5714
Swift,swift tutorial,2018-12-01,181,2.1166075084457108e-06,839,0.215733,5.771156138259832,3.7381,4.3896,30.2158
TypeScript,typescript tutorial,2018-12-01,41,4.794525295374262e-07,839,0.048868,5.771156138259832,0.8468,1.0829,-29.3103
VBA,vba tutorial,2018-12-01,35,4.0928874472707114e-07,839,0.041716,5.771156138259832,0.7228,1.0085,-70.0855
Visual Basic,visual basic tutorial,2018-12-01,23,2.6896117510636105e-07,839,0.027414,5.771156138259832,0.475,0.7009,-67.1429
Zig,zig tutorial,2018-12-01,0,0.0,839,0.0,5.771156138259832,0.0,0.0,
Abap,abap tutorial,2019-01-01,0,0.0,1110,0.0,5.747747747747748,0.0,0.0,
Ada,ada tutorial,2019-01-01,0,0.0,1110,0.0,5.747747747747748,0.0,0.0,
C#,c# tutorial,2019-01-01,0,0.0,1110,0.0,5.747747747747748,0.0,0.0,
C/C++,c++ tutorial,2019-01-01,2067,2.3476007141473607e-05,1110,1.862162,5.747747747747748,32.3981,23.9612,87.0588
Cobol,cobol tutorial,2019-01-01,0,0.0,1110,0.0,5.747747747747748,0.0,0.0,
Dart,dart tutorial,2019-01-01,0,0.0,1110,0.0,5.747747747747748,0.0,0.0,
Delphi/Pascal,delphi tutorial,2019-01-01,0,0.0,1110,0.0,5.747747747747748,0.0,0.0,
Go,golang tutorial,2019-01-01,42,4.77016110276677e-07,1110,0.037838,5.747747747747748,0.6583,0.9966,2.439
Groovy,groovy tutorial,2019-01-01,0,0.0,1110,0.0,5.747747747747748,0.0,0.1005,
Haskell,haskell tutorial,2019-01-01,23,2.612231080086565e-07,1110,0.020721,5.747747747747748,0.3605,0.2963,0.0
Java,java tutorial,2019-01-01,1110,1.2606854343026463e-05,1110,1.0,5.747747747747748,17.3981,22.3704,32.3004
JavaScript,javascript tutorial,2019-01-01,262,2.9756719260116524e-06,1110,0.236036,5.747747747747748,4.1066,4.7311,-11.1864
Julia,julia tutorial,2019-01-01,0,0.0,1110,0.0,5.747747747747748,0.0,0.0,
Kotlin,kotlin tutorial,2019-01-01,74,8.404569562017643e-07,1110,0.066667,5.747747747747748,1.1599,1.2591,8.8235
Lua,lua tutorial,2019-01-01,151,1.7149864917090057e-06,1110,0.136036,5.747747747747748,2.3668,2.0697,-10.119
Matlab,matlab tutorial,2019-01-01,109,1.2379703814323284e-06,1110,0.098198,5.747747747747748,1.7085,1.7446,-18.0451
Objective-C,objective-c tutorial,2019-01-01,27,3.066532137492924e-07,1110,0.024324,5.747747747747748,0.4232,0.3097,125.0
PHP,php tutorial,2019-01-01,448,5.088171842951221e-06,1110,0.403604,5.747747747747748,7.0219,8.1335,17.2775
Perl,perl tutorial,2019-01-01,32,3.634408459250873e-07,1110,0.028829,5.747747747747748,0.5016,0.4736,88.2353
Powershell,powershell tutorial,2019-01-01,13,1.476478436570667e-07,1110,0.011712,5.747747747747748,0.2038,0.2927,-23.5294
Python,python tutorial,2019-01-01,1399,1.588917948278741e-05,1110,1.26036,5.747747747747748,21.9279,22.5403,6.9572
R,r language tutorial,2019-01-01,0,0.0,1110,0.0,5.747747747747748,0.0,0.0885,-100.0
Ruby,ruby tutorial,2019-01-01,83,9.426746941181952e-07,1110,0.074775,5.747747747747748,1.3009,2.0203,-6.7416
Rust,rust tutorial,2019-01-01,73,8.290994297666053e-07,1110,0.065766,5.747747747747748,1.1442,0.8524,128.125
Scala,scala tutorial,2019-01-01,42,4.77016110276677e-07,1110,0.037838,5.747747747747748,0.6583,0.5201,68.0
Swift,swift tutorial,2019-01-01,160,1.8172042296254368e-06,1110,0.144144,5.747747747747748,2.5078,4.0125,-11.6022
TypeScript,typescript tutorial,2019-01-01,40,4.5430105740635914e-07,1110,0.036036,5.747747747747748,0.627,1.0328,-2.439
VBA,vba tutorial,2019-01-01,172,1.953494546847344e-06,1110,0.154955,5.747747747747748,2.6959,1.3548,391.4286
Visual Basic,visual basic tutorial,2019-01-01,53,6.019489010634259e-07,1110,0.047748,5.747747747747748,0.8307,0.8393,130.4348
Zig,zig tutorial,2019-01-01,0,0.0,1110,0.0,5.747747747747748,0.0,0.0,
Abap,abap tutorial,2019-02-01,0,0.0,741,0.0,4.518218623481781,0.0,0.0,
Ada,ada tutorial,2019-02-01,0,0.0,741,0.0,4.518218623481781,0.0,0.0,
C#,c# tutorial,2019-02-01,0,0.0,741,0.0,4.518218623481781,0.0,0.0,
C/C++,c++ tutorial,2019-02-01,639,7.619713767484248e-06,741,0.862348,4.518218623481781,19.086,23.635,-69.0856
Cobol,cobol tutorial,2019-02-01,0,0.0,741,0.0,4.518218623481781,0.0,0.0,
Dart,dart tutorial,2019-02-01,0,0.0,741,0.0,4.518218623481781,0.0,0.0,
Delphi/Pascal,delphi tutorial,2019-02-01,0,0.0,741,0.0,4.518218623481781,0.0,0.0,
Go,golang tutorial,2019-02-01,49,5.842972998540346e-07,741,0.066127,4.518218623481781,1.4636,1.0114,16.6667
Groovy,groovy tutorial,2019-02-01,7,8.347104283629066e-08,741,0.009447,4.518218623481781,0.2091,0.1354,inf
Haskell,haskell tutorial,2019-02-01,20,2.384886938179734e-07,741,0.026991,4.518218623481781,0.5974,0.3136,-13.0435
Java,java tutorial,2019-02-01,741,8.836006105955912e-06,741,1.0,4.518218623481781,22.1326,21.7119,-33.2432
JavaScript,javascript tutorial,2019-02-01,112,1.3355366853806506e-06,741,0.151147,4.518218623481781,3.3453,4.4603,-57.2519
Julia,julia tutorial,2019-02-01,20,2.384886938179734e-07,741,0.026991,4.518218623481781,0.5974,0.0996,inf
Kotlin,kotlin tutorial,2019-02-01,56,6.677683426903253e-07,741,0.075574,4.518218623481781,1.6726,1.391,-24.3243
Lua,lua tutorial,2019-02-01,46,5.485239957813387e-07,741,0.062078,4.518218623481781,1.374,2.0284,-69.5364
Matlab,matlab tutorial,2019-02-01,60,7.1546608145392e-07,741,0.080972,4.518218623481781,1.7921,1.8494,-44.9541
Objective-C,objective-c tutorial,2019-02-01,15,1.7886652036348e-07,741,0.020243,4.518218623481781,0.448,0.3843,-44.4444
PHP,php tutorial,2019-02-01,279,3.326917278760728e-06,741,0.376518,4.518218623481781,8.3333,8.1242,-37.7232
Perl,perl tutorial,2019-02-01,13,1.550176509816827e-07,741,0.017544,4.518218623481781,0.3883,0.4091,-59.375
Powershell,powershell tutorial,2019-02-01,8,9.539547752718933e-08,741,0.010796,4.518218623481781,0.2389,0.2562,-38.4615
Python,python tutorial,2019-02-01,881,1.0505426962681726e-05,741,1.188934,4.518218623481781,26.3142,23.6185,-37.0264
R,r language tutorial,2019-02-01,0,0.0,741,0.0,4.518218623481781,0.0,0.0885,
Ruby,ruby tutorial,2019-02-01,68,8.108615589811094e-07,741,0.091768,4.518218623481781,2.0311,1.8301,-18.0723
Rust,rust tutorial,2019-02-01,25,2.9811086727246666e-07,741,0.033738,4.518218623481781,0.7467,0.8358,-65.7534
Scala,scala tutorial,2019-02-01,25,2.9811086727246666e-07,741,0.033738,4.518218623481781,0.7467,0.5741,-40.4762
Swift,swift tutorial,2019-02-01,161,1.9198339852346855e-06,741,0.217274,4.518218623481781,4.8088,4.0327,0.625
TypeScript,typescript tutorial,2019-02-01,21,2.50413128508872e-07,741,0.02834,4.518218623481781,0.6272,0.8083,-47.5
VBA,vba tutorial,2019-02-01,50,5.962217345449333e-07,741,0.067476,4.518218623481781,1.4934,1.4568,-70.9302
Visual Basic,visual basic tutorial,2019-02-01,52,6.200706039267307e-07,741,0.070175,4.518218623481781,1.5532,0.9455,-1.8868
Zig,zig tutorial,2019-02-01,0,0.0,741,0.0,4.518218623481781,0.0,0.0,
Abap,abap tutorial,2019-03-01,0,0.0,857,0.0,4.670945157526254,0.0,0.0,
Ada,ada tutorial,2019-03-01,0,0.0,857,0.0,4.670945157526254,0.0,0.0,
C#,c# tutorial,2019-03-01,0,0.0,857,0.0,4.670945157526254,0.0,0.0,
C/C++,c++ tutorial,2019-03-01,869,9.896456964932206e-06,857,1.014002,4.670945157526254,21.7087,24.2928,35.9937
Cobol,cobol tutorial,2019-03-01,0,0.0,857,0.0,4.670945157526254,0.0,0.0,
Dart,dart tutorial,2019-03-01,0,0.0,857,0.0,4.670945157526254,0.0,0.0,
Delphi/Pascal,delphi tutorial,2019-03-01,0,0.0,857,0.0,4.670945157526254,0.0,0.0,
Go,golang tutorial,2019-03-01,18,2.049899026107937e-07,857,0.021004,4.670945157526254,0.4497,0.8791,-63.2653
Groovy,groovy tutorial,2019-03-01,14,1.594365909195062e-07,857,0.016336,4.670945157526254,0.3497,0.1306,100.0
Haskell,haskell tutorial,2019-03-01,21,2.3915488637925933e-07,857,0.024504,4.670945157526254,0.5246,0.374,5.0
Java,java tutorial,2019-03-01,857,9.759797029858344e-06,857,1.0,4.670945157526254,21.4089,21.5223,15.6545
JavaScript,javascript tutorial,2019-03-01,157,1.787967483883034e-06,857,0.183197,4.670945157526254,3.9221,4.4156,40.1786
Julia,julia tutorial,2019-03-01,16,1.8221324676514994e-07,857,0.01867,4.670945157526254,0.3997,0.1662,-20.0
Kotlin,kotlin tutorial,2019-03-01,73,8.313479383659967e-07,857,0.085181,4.670945157526254,1.8236,1.5102,30.3571
Lua,lua tutorial,2019-03-01,59,6.719113474464904e-07,857,0.068845,4.670945157526254,1.4739,2.1119,28.2609
Matlab,matlab tutorial,2019-03-01,148,1.6854725325776372e-06,857,0.172695,4.670945157526254,3.6972,2.2538,146.6667
Objective-C,objective-c tutorial,2019-03-01,10,1.1388327922821873e-07,857,0.011669,4.670945157526254,0.2498,0.426,-33.3333
PHP,php tutorial,2019-03-01,348,3.963138117142012e-06,857,0.406068,4.670945157526254,8.6935,8.0186,24.7312
Perl,perl tutorial,2019-03-01,23,2.619315422249031e-07,857,0.026838,4.670945157526254,0.5746,0.4463,76.9231
Powershell,powershell tutorial,2019-03-01,14,1.594365909195062e-07,857,0.016336,4.670945157526254,0.3497,0.3145,75.0
Python,python tutorial,2019-03-01,978,1.113778470851979e-05,857,1.14119,4.670945157526254,24.4317,22.9099,11.0102
R,r language tutorial,2019-03-01,0,0.0,857,0.0,4.670945157526254,0.0,0.0525,
Ruby,ruby tutorial,2019-03-01,77,8.769012500572842e-07,857,0.089848,4.670945157526254,1.9236,1.7226,13.2353
Rust,rust tutorial,2019-03-01,29,3.3026150976183426e-07,857,0.033839,4.670945157526254,0.7245,0.7718,16.0
Scala,scala tutorial,2019-03-01,61,6.946880032921341e-07,857,0.071179,4.670945157526254,1.5239,0.783,144.0
Swift,swift tutorial,2019-03-01,139,1.5829775812722404e-06,857,0.162194,4.670945157526254,3.4724,3.7869,-13.6646
TypeScript,typescript tutorial,2019-03-01,31,3.53038165607478e-07,857,0.036173,4.670945157526254,0.7744,0.7797,47.619
VBA,vba tutorial,2019-03-01,33,3.758148214531218e-07,857,0.038506,4.670945157526254,0.8244,1.4725,-34.0
Visual Basic,visual basic tutorial,2019-03-01,28,3.188731818390124e-07,857,0.032672,4.670945157526254,0.6995,0.8593,-46.1538
