language,phrase,date,count,share,period,from_date,to_date,devices
Delphi/Pascal,delphi tutorial,2020-05-01T00:00:00Z,10,9.324265006223237e-08,monthly,2018-01-01,2026-04-30,all
Delphi/Pascal,delphi tutorial,2020-06-01T00:00:00Z,0,0.0,monthly,2018-01-01,2026-04-30,all
Delphi/Pascal,delphi tutorial,2020-07-01T00:00:00Z,0,0.0,monthly,2018-01-01,2026-04-30,all
Delphi/Pascal,delphi tutorial,2020-08-01T00:00:00Z,0,0.0,monthly,2018-01-01,2026-04-30,all
Delphi/Pascal,delphi tutorial,2020-09-01T00:00:00Z,0,0.0,monthly,2018-01-01,2026-04-30,all
Delphi/Pascal,delphi tutorial,2020-10-01T00:00:00Z,0,0.0,monthly,2018-01-01,2026-04-30,all
Delphi/Pascal,delphi tutorial,2020-11-01T00:00:00Z,0,0.0,monthly,2018-01-01,2026-04-30,all
Delphi/Pascal,delphi tutorial,2020-12-01T00:00:00Z,0,0.0,monthly,2018-01-01,2026-04-30,all
Delphi/Pascal,delphi tutorial,2021-01-01T00:00:00Z,0,0.0,monthly,2018-01-01,2026-04-30,all
Delphi/Pascal,delphi tutorial,2021-02-01T00:00:00Z,0,0.0,monthly,2018-01-01,2026-04-30,all
Delphi/Pascal,delphi tutorial,2021-03-01T00:00:00Z,0,0.0,monthly,2018-01-01,2026-04-30,all
Delphi/Pascal,delphi tutorial,2021-04-01T00:00:00Z,0,0.0,monthly,2018-01-01,2026-04-30,all
Delphi/Pascal,delphi tutorial,2021-05-01T00:00:00Z,0,0.0,monthly,2018-01-01,2026-04-30,all
Delphi/Pascal,delphi tutorial,2021-06-01T00:00:00Z,0,0.0,monthly,2018-01-01,2026-04-30,all
Delphi/Pascal,delphi tutorial,2021-07-01T00:00:00Z,0,0.0,monthly,2018-01-01,2026-04-30,all
Delphi/Pascal,delphi tutorial,2021-08-01T00:00:00Z,0,0.0,monthly,2018-01-01,2026-04-30,all
Delphi/Pascal,delphi tutorial,2021-09-01T00:00:00Z,0,0.0,monthly,2018-01-01,2026-04-30,all
Delphi/Pascal,delphi tutorial,2021-10-01T00:00:00Z,0,0.0,monthly,2018-01-01,2026-04-30,all
Delphi/Pascal,delphi tutorial,2021-11-01T00:00:00Z,0,0.0,monthly,2018-01-01,2026-04-30,all
Delphi/Pascal,delphi tutorial,2021-12-01T00:00:00Z,15,1.2658871566141904e-07,monthly,2018-01-01,2026-04-30,all
Delphi/Pascal,delphi tutorial,2022-01-01T00:00:00Z,19,1.5937122225537333e-07,monthly,2018-01-01,2026-04-30,all
Delphi/Pascal,delphi tutorial,2022-02-01T00:00:00Z,13,1.1007571171125617e-07,monthly,2018-01-01,2026-04-30,all
Delphi/Pascal,delphi tutorial,2022-03-01T00:00:00Z,26,2.0396199168661465e-07,monthly,2018-01-01,2026-04-30,all
Delphi/Pascal,delphi tutorial,2022-04-01T00:00:00Z,35,2.928235452421107e-07,monthly,2018-01-01,2026-04-30,all
Delphi/Pascal,delphi tutorial,2022-05-01T00:00:00Z,16,1.3409897250079332e-07,monthly,2018-01-01,2026-04-30,all
Delphi/Pascal,delphi tutorial,2022-06-01T00:00:00Z,28,2.6123784333614607e-07,monthly,2018-01-01,2026-04-30,all
Delphi/Pascal,delphi tutorial,2022-07-01T00:00:00Z,10,9.589943772600336e-08,monthly,2018-01-01,2026-04-30,all
Delphi/Pascal,delphi tutorial,2022-08-01T00:00:00Z,8,7.425172650673682e-08,monthly,2018-01-01,2026-04-30,all
Delphi/Pascal,delphi tutorial,2022-09-01T00:00:00Z,2,1.7107900015969755e-08,monthly,2018-01-01,2026-04-30,all
Delphi/Pascal,delphi tutorial,2022-10-01T00:00:00Z,7,5.6598398975004415e-08,monthly,2018-01-01,2026-04-30,all
Delphi/Pascal,delphi tutorial,2022-11-01T00:00:00Z,16,1.2680124439732892e-07,monthly,2018-01-01,2026-04-30,all
Delphi/Pascal,delphi tutorial,2022-12-01T00:00:00Z,12,9.538952043140305e-08,monthly,2018-01-01,2026-04-30,all
Delphi/Pascal,delphi tutorial,2023-01-01T00:00:00Z,0,0.0,monthly,2018-01-01,2026-04-30,all
Delphi/Pascal,delphi tutorial,2023-02-01T00:00:00Z,0,0.0,monthly,2018-01-01,2026-04-30,all
Delphi/Pascal,delphi tutorial,2023-03-01T00:00:00Z,24,1.9293512332705538e-07,monthly,2018-01-01,2026-04-30,all
Delphi/Pascal,delphi tutorial,2023-04-01T00:00:00Z,6,5.197765101519263e-08,monthly,2018-01-01,2026-04-30,all
Delphi/Pascal,delphi tutorial,2023-05-01T00:00:00Z,43,3.801307926096018e-07,monthly,2018-01-01,2026-04-30,all
Delphi/Pascal,delphi tutorial,2023-06-01T00:00:00Z,20,1.950815065219009e-07,monthly,2018-01-01,2026-04-30,all
Delphi/Pascal,delphi tutorial,2023-07-01T00:00:00Z,37,3.6680321639759445e-07,monthly,2018-01-01,2026-04-30,all
Delphi/Pascal,delphi tutorial,2023-08-01T00:00:00Z,14,1.393710640875448e-07,monthly,2018-01-01,2026-04-30,all
Delphi/Pascal,delphi tutorial,2023-09-01T00:00:00Z,0,0.0,monthly,2018-01-01,2026-04-30,all
Delphi/Pascal,delphi tutorial,2023-10-01T00:00:00Z,0,0.0,monthly,2018-01-01,2026-04-30,all
Delphi/Pascal,delphi tutorial,2023-11-01T00:00:00Z,0,0.0,monthly,2018-01-01,2026-04-30,all
Delphi/Pascal,delphi tutorial,2023-12-01T00:00:00Z,0,0.0,monthly,2018-01-01,2026-04-30,all
Delphi/Pascal,delphi tutorial,2024-01-01T00:00:00Z,0,0.0,monthly,2018-01-01,2026-04-30,all
Delphi/Pascal,delphi tutorial,2024-02-01T00:00:00Z,0,0.0,monthly,2018-01-01,2026-04-30,all
Delphi/Pascal,delphi tutorial,2024-03-01T00:00:00Z,0,0.0,monthly,2018-01-01,2026-04-30,all
Delphi/Pascal,delphi tutorial,2024-04-01T00:00:00Z,0,0.0,monthly,2018-01-01,2026-04-30,all
Delphi/Pascal,delphi tutorial,2024-05-01T00:00:00Z,0,0.0,monthly,2018-01-01,2026-04-30,all
Delphi/Pascal,delphi tutorial,2024-06-01T00:00:00Z,0,0.0,monthly,2018-01-01,2026-04-30,all
Delphi/Pascal,delphi tutorial,2024-07-01T00:00:00Z,0,0.0,monthly,2018-01-01,2026-04-30,all
Delphi/Pascal,delphi tutorial,2024-08-01T00:00:00Z,0,0.0,monthly,2018-01-01,2026-04-30,all
Delphi/Pascal,delphi tutorial,2024-09-01T00:00:00Z,0,0.0,monthly,2018-01-01,2026-04-30,all
Delphi/Pascal,delphi tutorial,2024-10-01T00:00:00Z,0,0.0,monthly,2018-01-01,2026-04-30,all
Delphi/Pascal,delphi tutorial,2024-11-01T00:00:00Z,0,0.0,monthly,2018-01-01,2026-04-30,all
Delphi/Pascal,delphi tutorial,2024-12-01T00:00:00Z,15,1.2501682241989586e-07,monthly,2018-01-01,2026-04-30,all
Delphi/Pascal,delphi tutorial,2025-01-01T00:00:00Z,25,2.106742197540742e-07,monthly,2018-01-01,2026-04-30,all
Delphi/Pascal,delphi tutorial,2025-02-01T00:00:00Z,10,8.76418562178138e-08,monthly,2018-01-01,2026-04-30,all
Delphi/Pascal,delphi tutorial,2025-03-01T00:00:00Z,0,0.0,monthly,2018-01-01,2026-04-30,all
Delphi/Pascal,delphi tutorial,2025-04-01T00:00:00Z,0,0.0,monthly,2018-01-01,2026-04-30,all
Delphi/Pascal,delphi tutorial,2025-05-01T00:00:00Z,0,0.0,monthly,2018-01-01,2026-04-30,all
Delphi/Pascal,delphi tutorial,2025-06-01T00:00:00Z,0,0.0,monthly,2018-01-01,2026-04-30,all
Delphi/Pascal,delphi tutorial,2025-07-01T00:00:00Z,0,0.0,monthly,2018-01-01,2026-04-30,all
Delphi/Pascal,delphi tutorial,2025-08-01T00:00:00Z,0,0.0,monthly,2018-01-01,2026-04-30,all
Delphi/Pascal,delphi tutorial,2025-09-01T00:00:00Z,0,0.0,monthly,2018-01-01,2026-04-30,all
Delphi/Pascal,delphi tutorial,2025-10-01T00:00:00Z,0,0.0,monthly,2018-01-01,2026-04-30,all
Delphi/Pascal,delphi tutorial,2025-11-01T00:00:00Z,0,0.0,monthly,2018-01-01,2026-04-30,all
Delphi/Pascal,delphi tutorial,2025-12-01T00:00:00Z,0,0.0,monthly,2018-01-01,2026-04-30,all
Delphi/Pascal,delphi tutorial,2026-01-01T00:00:00Z,0,0.0,monthly,2018-01-01,2026-04-30,all
Delphi/Pascal,delphi tutorial,2026-02-01T00:00:00Z,0,0.0,monthly,2018-01-01,2026-04-30,all
Delphi/Pascal,delphi tutorial,2026-03-01T00:00:00Z,0,0.0,monthly,2018-01-01,2026-04-30,all
Delphi/Pascal,delphi tutorial,2026-04-01T00:00:00Z,0,0.0,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2018-01-01T00:00:00Z,27,3.475969455869535e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2018-02-01T00:00:00Z,28,3.6125175939815415e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2018-03-01T00:00:00Z,21,2.498047239299717e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2018-04-01T00:00:00Z,28,3.695046582974555e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2018-05-01T00:00:00Z,35,4.6582406751001776e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2018-06-01T00:00:00Z,44,6.341537620185823e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2018-07-01T00:00:00Z,29,4.148453984509987e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2018-08-01T00:00:00Z,39,5.524637810131689e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2018-09-01T00:00:00Z,46,5.805126129349713e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2018-10-01T00:00:00Z,44,4.774820410306599e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2018-11-01T00:00:00Z,43,5.059985435413234e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2018-12-01T00:00:00Z,41,4.794525295374262e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2019-01-01T00:00:00Z,42,4.77016110276677e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2019-02-01T00:00:00Z,49,5.842972998540346e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2019-03-01T00:00:00Z,18,2.049899026107937e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2019-04-01T00:00:00Z,58,7.017511237773833e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2019-05-01T00:00:00Z,30,3.7943374885512295e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2019-06-01T00:00:00Z,32,4.4151853161249155e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2019-07-01T00:00:00Z,59,8.024474665137699e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2019-08-01T00:00:00Z,57,7.840413300592117e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2019-09-01T00:00:00Z,101,1.283858587124127e-06,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2019-10-01T00:00:00Z,34,3.843052473680379e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2019-11-01T00:00:00Z,50,5.634142160490194e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2019-12-01T00:00:00Z,40,4.3123107556911536e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2020-01-01T00:00:00Z,55,5.656086618002362e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2020-02-01T00:00:00Z,35,3.8067727866954023e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2020-03-01T00:00:00Z,48,4.88456092576108e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2020-04-01T00:00:00Z,70,5.8597432297634e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2020-05-01T00:00:00Z,48,4.475647202987153e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2020-06-01T00:00:00Z,28,3.139556513831128e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2020-07-01T00:00:00Z,45,5.343029659019431e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2020-08-01T00:00:00Z,42,5.008050449444232e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2020-09-01T00:00:00Z,38,4.002274886304702e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2020-10-01T00:00:00Z,44,4.089597835297048e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2020-11-01T00:00:00Z,34,2.9660969591037895e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2020-12-01T00:00:00Z,49,4.433680145865131e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2021-01-01T00:00:00Z,58,5.556643414339191e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2021-02-01T00:00:00Z,50,5.001859794009539e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2021-03-01T00:00:00Z,82,7.532292686099425e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2021-04-01T00:00:00Z,81,7.514315383082322e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2021-05-01T00:00:00Z,58,5.621550300462854e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2021-06-01T00:00:00Z,47,4.7373830052780956e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2021-07-01T00:00:00Z,76,7.83417878576148e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2021-08-01T00:00:00Z,63,6.283926417510196e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2021-09-01T00:00:00Z,101,9.428486040761179e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2021-10-01T00:00:00Z,88,7.737973325655539e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2021-11-01T00:00:00Z,85,7.334510396328467e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2021-12-01T00:00:00Z,64,5.401118534887212e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2022-01-01T00:00:00Z,78,6.542608071536379e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2022-02-01T00:00:00Z,107,9.060077810080315e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2022-03-01T00:00:00Z,70,5.491284391562703e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2022-04-01T00:00:00Z,79,6.609445735464785e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2022-05-01T00:00:00Z,64,5.363958900031733e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2022-06-01T00:00:00Z,57,5.318056096485829e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2022-07-01T00:00:00Z,85,8.151452206710286e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2022-08-01T00:00:00Z,80,7.425172650673682e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2022-09-01T00:00:00Z,77,6.586541506148355e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2022-10-01T00:00:00Z,143,1.1562244362036616e-06,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2022-11-01T00:00:00Z,94,7.449573108343074e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2022-12-01T00:00:00Z,86,6.836248964250552e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2023-01-01T00:00:00Z,118,9.573234250823978e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2023-02-01T00:00:00Z,104,9.113430226770857e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2023-03-01T00:00:00Z,110,8.842859819156706e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2023-04-01T00:00:00Z,87,7.536759397202931e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2023-05-01T00:00:00Z,63,5.569358124280213e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2023-06-01T00:00:00Z,73,7.120474988049383e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2023-07-01T00:00:00Z,86,8.525696381133276e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2023-08-01T00:00:00Z,112,1.1149685127003584e-06,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2023-09-01T00:00:00Z,80,7.438704254731731e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2023-10-01T00:00:00Z,92,7.712866608460831e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2023-11-01T00:00:00Z,112,9.543390378708748e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2023-12-01T00:00:00Z,115,9.634207660457138e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2024-01-01T00:00:00Z,120,9.954241946597801e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2024-02-01T00:00:00Z,88,7.837299229750375e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2024-03-01T00:00:00Z,90,7.804072679308398e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2024-04-01T00:00:00Z,114,1.050844971333541e-06,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2024-05-01T00:00:00Z,83,7.792646553203097e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2024-06-01T00:00:00Z,61,6.532131289691009e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2024-07-01T00:00:00Z,100,1.0744117986541983e-06,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2024-08-01T00:00:00Z,113,1.208576333215904e-06,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2024-09-01T00:00:00Z,105,1.056976764651013e-06,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2024-10-01T00:00:00Z,154,1.3718661006280502e-06,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2024-11-01T00:00:00Z,125,1.0751957727967704e-06,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2024-12-01T00:00:00Z,102,8.501143924552918e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2025-01-01T00:00:00Z,110,9.269665669179265e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2025-02-01T00:00:00Z,90,7.887767059603241e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2025-03-01T00:00:00Z,95,7.927478547713996e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2025-04-01T00:00:00Z,63,5.530127912325601e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2025-05-01T00:00:00Z,73,6.840229625590253e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2025-06-01T00:00:00Z,66,6.372753462357292e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2025-07-01T00:00:00Z,44,4.1579121916033044e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2025-08-01T00:00:00Z,58,5.576738976972499e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2025-09-01T00:00:00Z,41,3.746983758497475e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2025-10-01T00:00:00Z,53,4.4959061870913906e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2025-11-01T00:00:00Z,42,3.627132118775794e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2025-12-01T00:00:00Z,38,3.3391182834117816e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2026-01-01T00:00:00Z,31,2.991829924739055e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2026-02-01T00:00:00Z,43,4.5621088798227014e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2026-03-01T00:00:00Z,55,5.012418306453585e-07,monthly,2018-01-01,2026-04-30,all
Go,golang tutorial,2026-04-01T00:00:00Z,90,7.983663838408392e-07,monthly,2018-01-01,2026-04-30,all
Groovy,groovy tutorial,2018-01-01T00:00:00Z,6,7.724376568598966e-08,monthly,2018-01-01,2026-04-30,all
Groovy,groovy tutorial,2018-02-01T00:00:00Z,0,0.0,monthly,2018-01-01,2026-04-30,all
Groovy,groovy tutorial,2018-03-01T00:00:00Z,8,9.516370435427495e-08,monthly,2018-01-01,2026-04-30,all
Groovy,groovy tutorial,2018-04-01T00:00:00Z,4,5.2786379756779355e-08,monthly,2018-01-01,2026-04-30,all
Groovy,groovy tutorial,2018-05-01T00:00:00Z,13,1.730203679322923e-07,monthly,2018-01-01,2026-04-30,all
Groovy,groovy tutorial,2018-06-01T00:00:00Z,0,0.0,monthly,2018-01-01,2026-04-30,all
Groovy,groovy tutorial,2018-07-01T00:00:00Z,0,0.0,monthly,2018-01-01,2026-04-30,all
Groovy,groovy tutorial,2018-08-01T00:00:00Z,0,0.0,monthly,2018-01-01,2026-04-30,all
Groovy,groovy tutorial,2018-09-01T00:00:00Z,14,1.7667775176281734e-07,monthly,2018-01-01,2026-04-30,all
Groovy,groovy tutorial,2018-10-01T00:00:00Z,0,0.0,monthly,2018-01-01,2026-04-30,all
Groovy,groovy tutorial,2018-11-01T00:00:00Z,12,1.4120889587199723e-07,monthly,2018-01-01,2026-04-30,all
Groovy,groovy tutorial,2018-12-01T00:00:00Z,0,0.0,monthly,2018-01-01,2026-04-30,all
Groovy,groovy tutorial,2019-01-01T00:00:00Z,0,0.0,monthly,2018-01-01,2026-04-30,all
Groovy,groovy tutorial,2019-02-01T00:00:00Z,7,8.347104283629066e-08,monthly,2018-01-01,2026-04-30,all
Groovy,groovy tutorial,2019-03-01T00:00:00Z,14,1.594365909195062e-07,monthly,2018-01-01,2026-04-30,all
Groovy,groovy tutorial,2019-04-01T00:00:00Z,14,1.6938820229109253e-07,monthly,2018-01-01,2026-04-30,all
Groovy,groovy tutorial,2019-05-01T00:00:00Z,0,0.0,monthly,2018-01-01,2026-04-30,all
Groovy,groovy tutorial,2019-06-01T00:00:00Z,9,1.2417708701601325e-07,monthly,2018-01-01,2026-04-30,all
Groovy,groovy tutorial,2019-07-01T00:00:00Z,6,8.160482710309525e-08,monthly,2018-01-01,2026-04-30,all
Groovy,groovy tutorial,2019-08-01T00:00:00Z,0,0.0,monthly,2018-01-01,2026-04-30,all
Groovy,groovy tutorial,2019-09-01T00:00:00Z,0,0.0,monthly,2018-01-01,2026-04-30,all
Groovy,groovy tutorial,2019-10-01T00:00:00Z,14,1.58243337151545e-07,monthly,2018-01-01,2026-04-30,all
Groovy,groovy tutorial,2019-11-01T00:00:00Z,16,1.802925491356862e-07,monthly,2018-01-01,2026-04-30,all
Groovy,groovy tutorial,2019-12-01T00:00:00Z,5,5.390388444613942e-08,monthly,2018-01-01,2026-04-30,all
Groovy,groovy tutorial,2020-01-01T00:00:00Z,0,0.0,monthly,2018-01-01,2026-04-30,all
Groovy,groovy tutorial,2020-02-01T00:00:00Z,8,8.701194941018063e-08,monthly,2018-01-01,2026-04-30,all
Groovy,groovy tutorial,2020-03-01T00:00:00Z,6,6.10570115720135e-08,monthly,2018-01-01,2026-04-30,all
Groovy,groovy tutorial,2020-04-01T00:00:00Z,0,0.0,monthly,2018-01-01,2026-04-30,all
Groovy,groovy tutorial,2020-05-01T00:00:00Z,0,0.0,monthly,2018-01-01,2026-04-30,all
Groovy,groovy tutorial,2020-06-01T00:00:00Z,12,1.3455242202133405e-07,monthly,2018-01-01,2026-04-30,all
Groovy,groovy tutorial,2020-07-01T00:00:00Z,0,0.0,monthly,2018-01-01,2026-04-30,all
Groovy,groovy tutorial,2020-08-01T00:00:00Z,0,0.0,monthly,2018-01-01,2026-04-30,all
Groovy,groovy tutorial,2020-09-01T00:00:00Z,0,0.0,monthly,2018-01-01,2026-04-30,all
Groovy,groovy tutorial,2020-10-01T00:00:00Z,12,1.1153448641719222e-07,monthly,2018-01-01,2026-04-30,all
Groovy,groovy tutorial,2020-11-01T00:00:00Z,21,1.8320010629758701e-07,monthly,2018-01-01,2026-04-30,all
Groovy,groovy tutorial,2020-12-01T00:00:00Z,6,5.428996096977711e-08,monthly,2018-01-01,2026-04-30,all
Groovy,groovy tutorial,2021-01-01T00:00:00Z,11,1.053846164788467e-07,monthly,2018-01-01,2026-04-30,all
Groovy,groovy tutorial,2021-02-01T00:00:00Z,9,9.00334762921717e-08,monthly,2018-01-01,2026-04-30,all
Groovy,groovy tutorial,2021-03-01T00:00:00Z,21,1.929001785464487e-07,monthly,2018-01-01,2026-04-30,all
Groovy,groovy tutorial,2021-04-01T00:00:00Z,18,1.6698478629071825e-07,monthly,2018-01-01,2026-04-30,all
Groovy,groovy tutorial,2021-05-01T00:00:00Z,7,6.784629672972411e-08,monthly,2018-01-01,2026-04-30,all
Groovy,groovy tutorial,2021-06-01T00:00:00Z,23,2.318293811093536e-07,monthly,2018-01-01,2026-04-30,all
Groovy,groovy tutorial,2021-07-01T00:00:00Z,9,9.277316983138594e-08,monthly,2018-01-01,2026-04-30,all
Groovy,groovy tutorial,2021-08-01T00:00:00Z,8,7.97958910160025e-08,monthly,2018-01-01,2026-04-30,all
Groovy,groovy tutorial,2021-09-01T00:00:00Z,19,1.7736755918263605e-07,monthly,2018-01-01,2026-04-30,all
Groovy,groovy tutorial,2021-10-01T00:00:00Z,15,1.318972725964012e-07,monthly,2018-01-01,2026-04-30,all
Groovy,groovy tutorial,2021-11-01T00:00:00Z,14,1.2080370064541004e-07,monthly,2018-01-01,2026-04-30,all
Groovy,groovy tutorial,2021-12-01T00:00:00Z,8,6.751398168609015e-08,monthly,2018-01-01,2026-04-30,all
Groovy,groovy tutorial,2022-01-01T00:00:00Z,3,2.5163877198216844e-08,monthly,2018-01-01,2026-04-30,all
Groovy,groovy tutorial,2022-02-01T00:00:00Z,6,5.0804174635964386e-08,monthly,2018-01-01,2026-04-30,all
Groovy,groovy tutorial,2022-03-01T00:00:00Z,0,0.0,monthly,2018-01-01,2026-04-30,all
Groovy,groovy tutorial,2022-04-01T00:00:00Z,12,1.0039664408300938e-07,monthly,2018-01-01,2026-04-30,all
Groovy,groovy tutorial,2022-05-01T00:00:00Z,11,9.21930435942954e-08,monthly,2018-01-01,2026-04-30,all
Groovy,groovy tutorial,2022-06-01T00:00:00Z,10,9.329922976290929e-08,monthly,2018-01-01,2026-04-30,all
Groovy,groovy tutorial,2022-07-01T00:00:00Z,13,1.2466926904380437e-07,monthly,2018-01-01,2026-04-30,all
Groovy,groovy tutorial,2022-08-01T00:00:00Z,16,1.4850345301347364e-07,monthly,2018-01-01,2026-04-30,all
Groovy,groovy tutorial,2022-09-01T00:00:00Z,12,1.0264740009581853e-07,monthly,2018-01-01,2026-04-30,all
Groovy,groovy tutorial,2022-10-01T00:00:00Z,18,1.4553874022143993e-07,monthly,2018-01-01,2026-04-30,all
Groovy,groovy tutorial,2022-11-01T00:00:00Z,13,1.0302601107282976e-07,monthly,2018-01-01,2026-04-30,all
Groovy,groovy tutorial,2022-12-01T00:00:00Z,0,0.0,monthly,2018-01-01,2026-04-30,all
Groovy,groovy tutorial,2023-01-01T00:00:00Z,0,0.0,monthly,2018-01-01,2026-04-30,all
Groovy,groovy tutorial,2023-02-01T00:00:00Z,0,0.0,monthly,2018-01-01,2026-04-30,all
Groovy,groovy tutorial,2023-03-01T00:00:00Z,0,0.0,monthly,2018-01-01,2026-04-30,all
